NCBI GeneID
122673981	TRIM24	
122673982	SEMA3D	
122673984	CACNA2D1	
122673985	ZNF800	
122673986	PEG10	
122673987	SGCE	
122673988	MINDY4	
122673989	INMT	
122673990	MTPN	
122673992	YAE1	
122673993	RALA	
122673994	LMBR1	
122673995	RNF32	
122673996	NUDCD3	
122673997	RSBN1L	
122674000	PTPRZ1	
122674001	AASS	
122674002	ZNF777	
122674003	ZNF746	
122674004	VWCE	
122674006	GTPBP10	
122674007	HUS1	
122674008	FAM237B	
122674010	SUGCT	
122674014	CDK13	
122674016	ARHGEF5	
122674017	TPK1	
122674021	GNAT3	
122674023	NACAD	
122674024	CCM2	
122674025	DMTF1	
122674026	TMEM243	
122674027	SYT7	
122674028	HIBADH	
122674029	MKLN1	
122674034	FGL2	
122674035	CCDC146	
122674039	PLXNA4	
122674040	KLHDC10	
122674041	CPA1	
122674042	CLCN1	
122674043	ZYX	
122674044	FAM131B	
122674045	PDE1C	
122674048	KIAA1549	
122674049	TNPO3	
122674053	DPY19L1	
122674054	TCAF1	
122674056	TAS2R16	
122674057	EEPD1	
122674059	GARS1	
122674061	PUS7	
122674062	RINT1	
122674063	EFCAB10	
122674064	PLEKHA8	
122674065	BEST1	
122674066	TRA2A	
122674067	IFRD1	
122674069	LRRN3	
122674070	TKFC	
122674071	IMMP2L	
122674074	AEBP1	
122674075	POLD2	
122674077	KMT2E	
122674078	SRPK2	
122674079	RAB3IL1	
122674081	LHFPL3	
122674082	OPN1SW	
122674083	CALU	
122674084	IGF2BP3	
122674085	GPNMB	
122674086	MALSU1	
122674089	CPED1	
122674090	WNT16	
122674091	ING3	
122674092	CAPZA2	
122674096	FLNC	
122674097	OSBPL3	
122674098	AHR	
122674099	FAM3C	
122674100	SLC37A3	
122674101	RAB19	
122674102	HOXA3	
122674103	HOXA2	
122674104	HOXA5	
122674105	CPSF7	
122674106	HOXA1	
122674107	HOXA4	
122674108	HOXA6	
122674112	BMT2	
122674113	ASNS	
122674116	EZH2	
122674117	RHEB	
122674118	TMEM168	
122674119	ZC3HAV1	
122674120	FADS1	
122674121	FZD1	
122674125	PURB	
122674126	GLI3	
122674129	ZNF862	
122674130	ATP6V0E2	
122674131	MTERF1	
122674136	ZNF277	
122674137	DNAH11	
122674138	CDCA7L	
122674141	COL1A2	
122674142	FADS2	
122674143	NOD1	
122674145	SLC26A3	
122674146	FADS3	
122674147	CBLL1	
122674148	SLC26A4	
122674150	NAMPT	
122674151	STEAP4	
122674152	SRI	
122674153	NME8	
122674154	SFRP4	
122674155	MEOX2	
122674158	POT1	
122674159	PPP1R32	
122674160	SYPL1	
122674161	LRRC61	
122674162	RARRES2	
122674164	ABCB5	
122674165	MIOS	
122674166	SDHAF3	
122674168	SMO	
122674169	DENND11	
122674170	TMEM106B	
122674176	TSPAN13	
122674177	AGR2	
122674179	ADCK2	
122674180	FEN1	
122674181	NDUFB2	
122674182	BRAF	
122674184	TAC1	
122674185	ACTR3B	
122674186	DOCK4	
122674191	AGK	
122674192	CCDC126	
122674194	PPP1R9A	
122674195	PON1	
122674199	HERPUD2	
122674201	SSBP1	
122674202	NOS3	
122674203	ATG9B	
122674205	GCK	
122674206	YKT6	
122674207	MYL7	
122674208	C18H7orf31	
122674209	NPVF	
122674214	LRRC10B	
122674216	SEMA3C	
122674217	STEAP2	
122674218	BMPER	
122674219	PNPLA8	
122674220	CASD1	
122674223	ZNRF2	
122674224	MTURN	
122674225	MET	
122674226	TES	
122674227	TFEC	
122674228	CAV1	
122674229	TMEM138	
122674231	CAV2	
122674233	PON2	
122674234	PON3	
122674236	THSD7A	
122674237	PDIA4	
122674238	GSDME	
122674239	AQP1	
122674241	PPIA	
122674242	GNAI1	
122674244	ORC5	
122674246	HTR5A	
122674253	DPP6	
122674254	FTH1	
122674255	DPY19L2	
122674256	PAXIP1	
122674257	ZNF398	
122674258	INHBA	
122674259	SDHAF2	
122674260	CNTNAP2	
122674262	POLR1F	
122674263	TMEM196	
122674266	TCAF2	
122674267	TMEM216	
122674268	TAS2R41	
122674270	TAS2R60	
122674273	NCAPG2	
122674276	GHRHR	
122674283	TRPV5	
122674284	IKZF1	
122674286	TMEM258	
122674287	NEUROD6	
122674289	ZNF282	
122674290	TNS3	
122674291	ANLN	
122674292	AMPH	
122674296	SLC4A2	
122674298	AGAP3	
122674299	FASTK	
122674300	GBX1	
122674302	TMUB1	
122674303	CDK5	
122674304	DENND2A	
122674309	SP4	
122674310	INSIG1	
122674312	UPP1	
122674313	C18H7orf57	
122674314	ZC3HC1	
122674316	HDAC9	
122674317	TWIST1	
122674322	FEZF1	
122674323	PPP1R17	
122674324	IGFBP3	
122674327	DLD	
122674329	SLC35B4	
122674331	PODXL	
122674333	ZMIZ2	
122674334	WDR91	
122674335	CEP41	
122674337	BLVRA	
122674338	NPY	
122674340	PRSS37	
122674345	CADPS2	
122674349	GALNTL5	
122674350	DYNC2I1	
122674352	ESYT2	
122674355	GPR85	
122674359	SMIM30	
122674361	SCIN	
122674364	MKRN1	
122674365	PDK4	
122674367	NXPH1	
122674368	CNPY1	
122674371	ITGB8	
122674372	COBL	
122674374	STARD3NL	
122674375	EPDR1	
122674385	CROT	
122674386	XRCC2	
122674387	COPG2	
122674388	MEST	
122674390	TSGA13	
122674391	TOMM7	
122674392	TRIL	
122674393	CPVL	
122674396	ZC3HAV1L	
122674397	CAMK2B	
122674398	PPP1R3A	
122674399	VPS37C	
122674403	TBRG4	
122674405	SNX10	
122674406	KRBA1	
122674407	CD5	
122674410	KCNH2	
122674412	CD6	
122674413	IMPDH1	
122674416	NOM1	
122674418	MNX1	
122674420	MRPS33	
122674421	TMEM178B	
122674423	AGR3	
122674424	CREB5	
122674426	TAS2R40	
122674428	GSTK1	
122674429	TMEM139	
122674432	CRYGN	
122674434	RELN	
122674437	CASP2	
122674439	ABCB8	
122674441	TMEM132A	
122674445	RBM28	
122674446	TSPAN12	
122674447	NDUFA4	
122674448	CREB3L2	
122674449	REPIN1	
122674451	GIMAP1	
122674452	FKBP14	
122674455	AKR1B1	
122674456	ZNF783	
122674457	BPGM	
122674459	TAS2R38	
122674460	TMEM209	
122674461	DYNC1I1	
122674462	SLC15A3	
122674465	ATP6V1FNB	
122674466	TMEM109	
122674467	ATP6V1F	
122674470	CCDC71L	
122674471	ADAM22	
122674472	GNG11	
122674474	PRPF19	
122674477	PIK3CG	
122674478	DGKB	
122674479	PTGDR2	
122674485	ZNF212	
122674486	LSM5	
122674488	GRB10	
122674490	CCDC86	
122674492	TTC26	
122674493	STRIP2	
122674495	TFPI2	
122674496	GNGT1	
122674497	MS4A18	
122674498	BET1	
122674500	SSMEM1	
122674501	AKAP9	
122674502	MS4A8	
122674503	ANKIB1	
122674504	LRRD1	
122674505	KRIT1	
122674510	GATAD1	
122674512	SNX19	
122674515	TMEM176B	
122674516	TMEM176A	
122674517	FAM180A	
122674518	PSMA2	
122674519	AGMO	
122674521	GCC1	
122674522	THAP5	
122674523	DBF4	
122674524	AGBL3	
122674525	CALD1	
122674527	TMEM140	
122674528	CYREN	
122674529	HOXA10	
122674531	HOXA11	
122674532	HOXA9	
122674534	DDX56	
122674539	ADAMTS15	
122674541	IRF5	
122674543	ETV1	
122674544	ADAMTS8	
122674545	HILPDA	
122674546	GARIN1B	
122674547	GARIN1A	
122674548	LSM8	
122674549	CRPPA	
122674550	SOSTDC1	
122674552	ZBTB44	
122674553	LRRC72	
122674555	ANKMY2	
122674556	BZW2	
122674558	CLDN12	
122674559	PTTG1IP2	
122674560	NRCAM	
122674561	NPC1L1	
122674562	TAX1BP1	
122674563	JAZF1	
122674566	KIAA0895	
122674567	GLCCI1	
122674568	UMAD1	
122674569	ST14	
122674570	RPA3	
122674571	C18H7orf25	
122674573	VIPR2	
122674574	DNAJB9	
122674575	AOAH	
122674580	APLP2	
122674583	ASB10	
122674584	LSMEM1	
122674586	ARL4A	
122674588	NDUFA5	
122674589	PTPRN2	
122674590	HGF	
122674593	PRDM10	
122674595	CFAP69	
122674597	ASB15	
122674598	PCLO	
122674601	HOXA13	
122674604	NFRKB	
122674606	TBXAS1	
122674607	EPHA1	
122674610	PRPS1L1	
122674611	MYO1G	
122674614	EPHB6	
122674615	TRPV6	
122674616	KLF14	
122674617	RAMP3	
122674618	DDC	
122674619	ADCY1	
122674620	ZNF467	
122674621	TMEM45B	
122674623	TAS2R3	
122674624	MGAM	
122674626	LMOD2	
122674627	NTM	
122674631	IQUB	
122674644	RNF133	
122674645	ADCYAP1R1	
122674651	ATXN7L1	
122674652	CDHR3	
122674658	CCDC136	
122674659	POLM	
122674662	STK31	
122674663	OPCML	
122674664	FAM221A	
122674666	SPAM1	
122674669	SPATA48	
122674672	KLRG2	
122674676	HIPK2	
122674678	GGCT	
122674679	FIGNL1	
122674687	PRSS2	
122674703	IGSF9B	
122674716	CPA5	
122674720	ARF5	
122674721	VWDE	
122674724	ASZ1	
122674725	AOC1	
122674726	TSPAN33	
122674727	FERD3L	
122674729	JAM3	
122674731	CDK14	
122674732	SEMA3E	
122674734	HECW1	
122674738	ASB4	
122674739	RBM33	
122674740	GRM8	
122674741	BARX2	
122674743	MRPL32	
122674748	PRKAG2	
122674751	ARHGAP32	
122674752	TMEM60	
122674753	SLC13A1	
122674754	SLC26A5	
122674755	DNAJC2	
122674756	PMPCB	
122674757	NAPEPLD	
122674758	LRRC17	
122674759	PSMC2	
122674760	FAM185A	
122674761	ARMC10	
122674763	LRGUK	
122674764	STEAP1	
122674765	HOXA7	
122674766	ATP6V0A4	
122674767	TMEM213	
122674768	WNT2	
122674769	CHRM2	
122674771	ELAPOR2	
122674773	NPSR1	
122674776	VWC2	
122674778	KCNJ5	
122674780	KCND2	
122674781	AVL9	
122674782	KBTBD2	
122674790	NFE2L3	
122674791	HNRNPA2B1	
122674792	CBX3	
122674793	SP8	
122674800	ABCA13	
122674802	MACC1	
122674803	GPR37	
122674805	ST7	
122674806	KCNJ1	
122674809	SMKR1	
122674813	FLI1	
122674815	CRHR2	
122674816	SUN3	
122674818	FOXP2	
122674820	CFTR	
122674822	PRRT4	
122674823	HYAL4	
122674824	ASIC3	
122674826	AKR1D1	
122674828	CHPF2	
122674829	ABCF2	
122674830	SMARCD3	
122674833	CLEC5A	
122674834	IGFBP1	
122674836	CALCR	
122674838	FSCN3	
122674842	GRM3	
122674843	PHF14	
122674844	ETS1	
122674848	SVOPL	
122674849	TBX20	
122674850	GPR141	
122674860	VSTM2A	
122674861	AKR1B10	
122674862	SHH	
122674864	KIRREL3	
122674866	TAS2R4	
122674867	ZNF804B	
122674868	TEX47	
122674871	BBS9	
122674873	RP9	
122674876	FKBP9	
122674877	NT5C3A	
122674880	CCT8L2	
122674882	PTN	
122674883	FOXRED1	
122674884	POU6F2	
122674885	CLEC2L	
122674886	UBE2H	
122674888	KEL	
122674889	EN2	
122674890	ITPRID1	
122674893	TMEM229A	
122674898	SND1	
122674899	LRRC4	
122674902	EVX1	
122674903	ST3GAL4	
122674904	ELMO1	
122674906	CHCHD3	
122674909	FMC1	
122674914	CNOT4	
122674939	DCPS	
122675044	SRPRA	
122675060	FAM118B	
122675096	RPUSD4	
122675112	CDON	
122675154	ARMC8	
122675155	DBR1	
122675156	RNF13	
122675157	PFN2	
122675158	DDX25	
122675159	TSC22D2	
122675160	ATP11B	
122675161	ACAD11	
122675162	UBA5	
122675163	ACKR4	
122675164	RFTN1	
122675165	FXR1	
122675166	DNAJC19	
122675167	FSTL1	
122675169	RIPK4	
122675170	MX2	
122675171	MX1	
122675172	TMPRSS2	
122675174	FAM3B	
122675185	KLHL6	
122675186	KLHL24	
122675191	TFDP2	
122675194	RTP2	
122675215	HYLS1	
122675219	PIGZ	
122675220	PIGX	
122675221	MUC4	
122675223	TEX55	
122675237	SPATC1L	
122675240	UMODL1	
122675261	GOLIM4	
122675262	ATP6V1A	
122675264	NAA50	
122675265	COL18A1	
122675266	SLC19A1	
122675269	MBNL1	
122675271	GMPS	
122675272	SLC33A1	
122675273	STT3A	
122675275	ACAP2	
122675277	PPM1L	
122675278	B3GALNT1	
122675279	CHEK1	
122675281	MYLK	
122675282	HACD2	
122675284	KPNA1	
122675285	WDR5B	
122675286	COL6A2	
122675475	APOD	
122675515	SLX9	
122675954	GAS2	
122675999	IL12A	
122679013	MATN2	
122680115	IGF1	
122680635	PTHLH	
122681888	MATN4	
122682828	PTH1R	
122683593	PRLR	
122685031	BCL2	
122685622	CGA	
122687270	SOD1	
122690185	GPC3	
122692062	TGFB1	
122692300	BAX	
122692472	TAGLN	
122693870	PEBP1	
122694080	SPRY1	
122695400	ACTG1	
122696479	GRSF1	
122698463	MATN1	
122698688	SLC11A1	
122698790	BMPR2	
122699768	IL4	
122700576	HAPLN1	
122701016	IL12B	
122701924	ACTB	
122703017	TRIB2	
122703162	MATN3	
122704328	TPM1	
122704370	ANXA2	
122707647	RNF2	
122707747	IGF2	
122708108	TGFB2	
122708173	IL10	
3854378	ATP6	
3854393	ATP8	
3854394	COX1	
3854395	COX2	
3854396	COX3	
3854397	CYTB	
3854399	ND1	
3854400	ND2	
3854401	ND3	
3854402	ND4	
3854403	ND5	
3854404	ND6	
3861301	ND4L	
122675287	USP13	
122675288	PEX5L	
122675290	ATP13A3	
122675291	MRAS	
122675292	EI24	
122675296	PARP9	
122675297	FEZ1	
122675299	SLC35A5	
122675300	ATG3	
122675301	SEMA5B	
122675303	KAT2B	
122675307	EAF1	
122675308	METTL6	
122675310	EIF2A	
122675311	SERP1	
122675312	ABCC5	
122675313	DNAJC13	
122675314	MAP3K13	
122675315	TMEM41A	
122675316	RUBCN	
122675317	PKNOX2	
122675318	CLDN25	
122675320	FYTTD1	
122675321	OXNAD1	
122675322	DPH3	
122675323	UBXN7	
122675324	ACTL6A	
122675325	MRPL47	
122675326	TMEM218	
122675327	NDUFB5	
122675329	SLC25A36	
122675330	TFRC	
122675331	ZDHHC19	
122675332	P3H2	
122675333	CCDC50	
122675334	SLC37A2	
122675336	TRA2B	
122675337	COPB2	
122675338	MRPS22	
122675339	SENP5	
122675340	NCBP2	
122675341	NCBP2AS2	
122675342	PAK2	
122675343	CEP19	
122675344	AGPAT3	
122675345	CCDC15	
122675346	GFM1	
122675347	RARRES1	
122675348	LXN	
122675351	RYK	
122675353	BCL6	
122675355	PCYT1A	
122675356	SLC51A	
122675358	HSPBAP1	
122675359	SLC49A4	
122675362	ETS2	
122675363	LSG1	
122675364	TMEM44	
122675369	AHSG	
122675370	KNG1	
122675371	HRG	
122675372	FETUB	
122675374	ADCY5	
122675375	PCNT	
122675376	HEPACAM	
122675377	DIP2A	
122675378	C19H21orf58	
122675381	YBEY	
122675382	DCUN1D1	
122675384	BACE2	
122675386	NEPRO	
122675387	CD200R1	
122675388	GTPBP8	
122675389	CFAP44	
122675390	BOC	
122675391	CCDC191	
122675392	ROBO4	
122675393	DRD3	
122675394	QTRT2	
122675395	STAG1	
122675397	KPNA4	
122675399	ADARB1	
122675401	ROBO3	
122675403	COL6A1	
122675404	CLSTN2	
122675406	PIK3R4	
122675408	PRKCI	
122675409	ZBTB20	
122675411	MSANTD2	
122675413	PIK3CB	
122675414	CEP70	
122675418	TRAPPC10	
122675420	GTF2E1	
122675421	RABL3	
122675423	MCF2L2	
122675424	B3GNT5	
122675425	OPA1	
122675428	HPS3	
122675429	FGF12	
122675430	USF3	
122675431	MB21D2	
122675432	PDIA5	
122675433	GPR156	
122675434	GSK3B	
122675435	NR1I2	
122675437	LRRC15	
122675438	GP5	
122675439	CPN2	
122675441	UBE2G2	
122675442	SUMO3	
122675443	SLC37A1	
122675444	ESAM	
122675446	LRRC58	
122675447	B4GALT4	
122675448	UPK1B	
122675449	S100B	
122675450	VSIG2	
122675452	RASA2	
122675453	SEC62	
122675454	TNK2	
122675455	NRGN	
122675457	DIPK2A	
122675460	GRAMD1C	
122675463	DOP1B	
122675464	SIAE	
122675465	VWA5B2	
122675468	ALG3	
122675470	CAMK2N2	
122675471	DZIP1L	
122675472	CCNL1	
122675473	MRPL3	
122675474	SAMD7	
122675477	TBRG1	
122675478	PLA1A	
122675479	ADPRH	
122675480	PDXK	
122675481	DNAJB11	
122675482	CRYGS	
122675483	TBCCD1	
122675484	SERPINI1	
122675485	SPA17	
122675486	PDCD10	
122675487	SATB1	
122675488	HACL1	
122675489	BTD	
122675490	PANX3	
122675491	PWP2	
122675492	GATD3	
122675493	CD80	
122675494	TIMMDC1	
122675495	CEP63	
122675497	ANAPC13	
122675499	EIF4A2	
122675500	RFC4	
122675501	ST6GAL1	
122675503	PKNOX1	
122675505	GK5	
122675507	LCA5L	
122675509	GET1	
122675511	SIAH2	
122675514	ITGB2	
122675516	TFF1	
122675517	POLQ	
122675520	ARGFX	
122675527	ARHGAP31	
122675528	TMEM39A	
122675530	SETD4	
122675534	SNX4	
122675536	TNIK	
122675538	MORC3	
122675541	RRP1B	
122675542	RNF168	
122675543	SMCO1	
122675545	SKIL	
122675547	MYNN	
122675548	ACTRT3	
122675549	FBXO25	
122675553	TOPBP1	
122675554	SENP2	
122675555	SEC22A	
122675556	IGSF5	
122675557	OSBPL11	
122675558	EPHB3	
122675559	GAP43	
122675564	C2CD2	
122675565	XXYLT1	
122675566	TFF2	
122675567	BRWD1	
122675568	PSMG1	
122675571	HLTF	
122675574	AMOTL2	
122675577	CDV3	
122675579	VEPH1	
122675580	PTX3	
122675582	EFHB	
122675583	RSPH1	
122675584	ABCG1	
122675585	ATP2C1	
122675586	ASTE1	
122675589	NEK11	
122675590	NUDT16	
122675591	DAZL	
122675593	PP2D1	
122675594	RAB5A	
122675595	PLSCR4	
122675598	PCOLCE2	
122675599	BDH1	
122675602	LSS	
122675603	PPP1R2	
122675605	PIK3CA	
122675606	ZNF639	
122675607	KCNMB3	
122675609	SELENOT	
122675610	VWA5A	
122675611	MASP1	
122675613	SOX14	
122675614	PFKL	
122675615	SPATA16	
122675616	ATP1B3	
122675617	ZBTB21	
122675618	DLG1	
122675621	MUC20	
122675623	NDUFV3	
122675625	OSTN	
122675626	UTS2B	
122675634	ILDR1	
122675638	CCDC39	
122675639	TTC14	
122675640	FAM162A	
122675641	MIX23	
122675642	GMNC	
122675643	U2AF1	
122675645	NPHP3	
122675647	ECT2	
122675648	RAP2B	
122675649	GYG1	
122675650	VPS26C	
122675651	ZBBX	
122675652	PRMT2	
122675659	P2RY1	
122675662	CSTA	
122675664	UMPS	
122675667	TSPEAR	
122675679	GALNT15	
122675682	POFUT2	
122675683	CLRN1	
122675684	TMEM207	
122675685	PPP2R3A	
122675686	HPS5	
122675687	MSL2	
122675689	NMD3	
122675691	ZMAT3	
122675692	SPICE1	
122675693	SLCO2A1	
122675695	PCCB	
122675696	MLF1	
122675697	RUNX1	
122675698	MCCC1	
122675702	AIRE	
122675703	POGLUT1	
122675705	EIF2B5	
122675706	GTF2H1	
122675708	CHST2	
122675709	WDR53	
122675710	FBXO45	
122675711	PDE9A	
122675715	PSMD2	
122675716	ZDHHC23	
122675717	SPSB4	
122675718	WWTR1	
122675720	PRDM15	
122675724	IGSF10	
122675725	MED12L	
122675726	P2RY14	
122675727	LDHA	
122675729	GPR87	
122675730	P2RY12	
122675731	SPTY2D1	
122675732	P2RY13	
122675733	GPR171	
122675735	ROPN1	
122675736	DNMT3L	
122675737	C19H3orf33	
122675739	UEVLD	
