MSTRG.1	0
MSTRG.10	38
MSTRG.100	477
MSTRG.1000	310
MSTRG.10000	0
MSTRG.10001	348
MSTRG.10002	592
MSTRG.10003	57
MSTRG.10004	13
MSTRG.10005	20
MSTRG.10006	5
MSTRG.10007	504
MSTRG.10008	2182
MSTRG.10009	471
MSTRG.1001	335
MSTRG.10010	470
MSTRG.10011	312
MSTRG.10012	360
MSTRG.10013	11
MSTRG.10014	2
MSTRG.10015	338
MSTRG.10016	394
MSTRG.10017	0
MSTRG.10018	696
MSTRG.10019	10
MSTRG.1002	156
MSTRG.10020	137
MSTRG.10021	707
MSTRG.10022	466
MSTRG.10023	618
MSTRG.10024	0
MSTRG.10025	1626
MSTRG.10026	1225
MSTRG.10027	12
MSTRG.10028	324
MSTRG.10029	650
MSTRG.1003	109
MSTRG.10030	737
MSTRG.10031	350
MSTRG.10032	93
MSTRG.10033	273
MSTRG.10034	1192
MSTRG.10035	1
MSTRG.10036	4
MSTRG.10037	0
MSTRG.10038	1194
MSTRG.10039	7
MSTRG.1004	3
MSTRG.10040	1447
MSTRG.10041	330
MSTRG.10042	32
MSTRG.10043	547
MSTRG.10044	190
MSTRG.10045	1007
MSTRG.10046	454
MSTRG.10047	3
MSTRG.10048	4
MSTRG.10049	38
MSTRG.1005	28
MSTRG.10050	74
MSTRG.10051	739
MSTRG.10052	345
MSTRG.10053	304
MSTRG.10054	0
MSTRG.10055	996
MSTRG.10056	126
MSTRG.10057	1
MSTRG.10058	0
MSTRG.10059	5
MSTRG.1006	602
MSTRG.10060	20
MSTRG.10061	290
MSTRG.10062	6
MSTRG.10063	0
MSTRG.10064	402
MSTRG.10065	537
MSTRG.10066	9
MSTRG.10067	36
MSTRG.10068	35
MSTRG.10069	17012
MSTRG.1007	1
MSTRG.10070	342
MSTRG.10071	20
MSTRG.10072	333
MSTRG.10073	938
MSTRG.10074	405
MSTRG.10075	17
MSTRG.10076	615
MSTRG.10077	3
MSTRG.10078	219
MSTRG.10079	0
MSTRG.1008	4
MSTRG.10080	0
MSTRG.10081	229
MSTRG.10082	794
MSTRG.10083	2
MSTRG.10084	1456
MSTRG.10085	253
MSTRG.10086	3
MSTRG.10087	883
MSTRG.10088	6164
MSTRG.10089	339
MSTRG.1009	0
MSTRG.10090	145
MSTRG.10091	819
MSTRG.10092	641
MSTRG.10093	255
MSTRG.10094	2073
MSTRG.10095	9
MSTRG.10096	269
MSTRG.10097	819
MSTRG.10098	12
MSTRG.10099	688
MSTRG.101	4040
MSTRG.1010	3
MSTRG.10100	746
MSTRG.10101	15
MSTRG.10102	3
MSTRG.10103	1766
MSTRG.10104	279
MSTRG.10105	1
MSTRG.10106	4
MSTRG.10107	1072
MSTRG.10108	2360
MSTRG.10109	79
MSTRG.1011	181
MSTRG.10110	26
MSTRG.10111	3
MSTRG.10112	212
MSTRG.10113	14
MSTRG.10114	113
MSTRG.10115	1765
MSTRG.10116	52
MSTRG.10117	37
MSTRG.10118	147
MSTRG.10119	3774
MSTRG.1012	1
MSTRG.10120	81
MSTRG.10121	12
MSTRG.10122	1185
MSTRG.10123	29
MSTRG.10124	610
MSTRG.10125	360
MSTRG.10126	717
MSTRG.10127	184
MSTRG.10128	4
MSTRG.10129	548
MSTRG.1013	245
MSTRG.10130	80
MSTRG.10131	105
MSTRG.10132	0
MSTRG.10133	6
MSTRG.10134	22
MSTRG.10135	100
MSTRG.10136	14
MSTRG.10137	2993
MSTRG.10138	88
MSTRG.10139	500
MSTRG.1014	692
MSTRG.10140	375
MSTRG.10141	118
MSTRG.10142	4818
MSTRG.10143	35
MSTRG.10144	31
MSTRG.10145	475
MSTRG.10146	4584
MSTRG.10147	2
MSTRG.10148	37
MSTRG.10149	1781
MSTRG.1015	24
MSTRG.10150	4860
MSTRG.10151	19
MSTRG.10152	5066
MSTRG.10153	20
MSTRG.10154	14
MSTRG.10155	2
MSTRG.10156	5792
MSTRG.10157	22
MSTRG.10158	34
MSTRG.10159	457
MSTRG.1016	1
MSTRG.10160	432
MSTRG.10161	1384
MSTRG.10162	28
MSTRG.10163	1478
MSTRG.10164	420
MSTRG.10165	1701
MSTRG.10166	4
MSTRG.10167	15
MSTRG.10168	0
MSTRG.10169	0
MSTRG.1017	13
MSTRG.10170	0
