MSTRG.1	0
MSTRG.10	46
MSTRG.100	229
MSTRG.1000	182
MSTRG.10000	15
MSTRG.10001	478
MSTRG.10002	1011
MSTRG.10003	67
MSTRG.10004	10
MSTRG.10005	5
MSTRG.10006	9
MSTRG.10007	537
MSTRG.10008	2082
MSTRG.10009	165
MSTRG.1001	138
MSTRG.10010	532
MSTRG.10011	264
MSTRG.10012	308
MSTRG.10013	1
MSTRG.10014	1
MSTRG.10015	108
MSTRG.10016	275
MSTRG.10017	0
MSTRG.10018	470
MSTRG.10019	5
MSTRG.1002	113
MSTRG.10020	130
MSTRG.10021	528
MSTRG.10022	190
MSTRG.10023	393
MSTRG.10024	2
MSTRG.10025	1459
MSTRG.10026	1026
MSTRG.10027	10
MSTRG.10028	258
MSTRG.10029	507
MSTRG.1003	697
MSTRG.10030	423
MSTRG.10031	128
MSTRG.10032	692
MSTRG.10033	518
MSTRG.10034	1624
MSTRG.10035	0
MSTRG.10036	0
MSTRG.10037	0
MSTRG.10038	1132
MSTRG.10039	1
MSTRG.1004	7
MSTRG.10040	563
MSTRG.10041	503
MSTRG.10042	16
MSTRG.10043	406
MSTRG.10044	23
MSTRG.10045	728
MSTRG.10046	318
MSTRG.10047	8
MSTRG.10048	1
MSTRG.10049	11
MSTRG.1005	13
MSTRG.10050	28
MSTRG.10051	1190
MSTRG.10052	262
MSTRG.10053	324
MSTRG.10054	2
MSTRG.10055	1443
MSTRG.10056	61
MSTRG.10057	0
MSTRG.10058	0
MSTRG.10059	4
MSTRG.1006	357
MSTRG.10060	29
MSTRG.10061	211
MSTRG.10062	3
MSTRG.10063	0
MSTRG.10064	248
MSTRG.10065	33
MSTRG.10066	0
MSTRG.10067	21
MSTRG.10068	10
MSTRG.10069	5181
MSTRG.1007	0
MSTRG.10070	91
MSTRG.10071	32
MSTRG.10072	348
MSTRG.10073	1110
MSTRG.10074	226
MSTRG.10075	9
MSTRG.10076	458
MSTRG.10077	0
MSTRG.10078	604
MSTRG.10079	0
MSTRG.1008	3
MSTRG.10080	4
MSTRG.10081	161
MSTRG.10082	606
MSTRG.10083	3
MSTRG.10084	378
MSTRG.10085	285
MSTRG.10086	3
MSTRG.10087	898
MSTRG.10088	494
MSTRG.10089	456
MSTRG.1009	0
MSTRG.10090	69
MSTRG.10091	520
MSTRG.10092	503
MSTRG.10093	157
MSTRG.10094	1112
MSTRG.10095	2
MSTRG.10096	137
MSTRG.10097	188
MSTRG.10098	4
MSTRG.10099	694
MSTRG.101	1237
MSTRG.1010	3
MSTRG.10100	1100
MSTRG.10101	7
MSTRG.10102	1
MSTRG.10103	1595
MSTRG.10104	248
MSTRG.10105	0
MSTRG.10106	3140
MSTRG.10107	1048
MSTRG.10108	1899
MSTRG.10109	5
MSTRG.1011	106
MSTRG.10110	17
MSTRG.10111	0
MSTRG.10112	172
MSTRG.10113	10
MSTRG.10114	64
MSTRG.10115	876
MSTRG.10116	7
MSTRG.10117	7
MSTRG.10118	34
MSTRG.10119	4344
MSTRG.1012	2
MSTRG.10120	21
MSTRG.10121	9
MSTRG.10122	111
MSTRG.10123	2
MSTRG.10124	318
MSTRG.10125	21
MSTRG.10126	526
MSTRG.10127	156
